reviewId,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,Vehicle_Title_Partial
830, on 03/20/16 08:37 AM (PDT),Jon ,2016 Kia Sorento SUV SX 4dr SUV AWD (3.3L 6cyl 6A),Some Good and Some Not as Good," We’ve had the Sorento 14 months, and our impressions are some good and some not as good.  We have not had to take the car back to the dealer for a single problem--which is probably the single most important good thing about the vehicle.  It is a well built vehicle.First the good things:1. Love the body design and overall exterior and interior look of the vehicle.2. The ride is very smooth and quiet, with ample power for passing and hopping onto the freeway.3. Gas mileage is above what they rated it to be.  We’re getting over 25 mpg on highway and 21-22 in the city.    and that's in the 7 passenger, 6 cylinder, 3.3 liter SX 4. It has a very short turning-radius for that long a vehicle.5. There’s ample leg-room in all 3 rows of seats, but the headroom (with a sunroof) is a little too low in the 3rd row of seats.6.  I like the manual shifting capability.  It makes driving on winding mountain roads a lot easier on the brake pads.7.  The blind-spot warning and reverse warning systems work well to assist in driving.  The visibility when backing up is not as good as we'd like, so the backup camera and warning system help in that regard.8.  I like that the leg room along the ""hump"" (console area) next to your right leg is much better than in many of the other vehicles we test-drove--like the Nissan Murano and Infiniti  QX30.       Some of the not so good features are:1.  Entering and exiting the 3rd row seats is a slightly difficult.2.  The front seats are a little too firm, and the power lumbar is slightly noticeable even when fully contracted.3. The steering wheel position could be allowed to go lower and farther out.4.  I liked the CVT transmission on our traded in Murano, so I do miss that smooth, quiet shifting.",5.0,Kia,Sorento,2016,gasoline,290.0,6,AUTOMATIC,FWD,4,Midsize,SUV,26,18,1720,38300,False,True,False,False,False,False,False,False,False,2016 Kia Sorento 4dr SUV FWD (6cyl)
831, on 03/17/16 18:38 PM (PDT),Rachel ,2016 Kia Sorento SUV LX 4dr SUV AWD (2.4L 4cyl 6A),A car that gives you peace of mind!," If I told you about the past three cars I had before my Sorento, you wouldn't believe my bad luck. I still walk out of the store and thank god ""Black Betty"" is there to greet me. We bought this car less than two weeks before moving across country. We went with two rows. Just my husband and myself, and a bunch of fur babies. We looked at every car out there. New/used. We stayed away from anything 45k and above. We had about 10k-12k to put down. Our options were open. Initially my husband test drove the Sorento. While I was impressed/size with the appearance I was favoring the sleek and sexy body/look of the Nissan Altima. Obviously the two cars aren't a like at all. We did need space. I went over the Pros and cons. I'll share them with you now. Pro: Space, the large trunk offers much more space than most SUV's without removing seats. The body is sexy, it looks nice. People are always caught off guard by the brand.The interior is really detailed. I love the two tone. Black and tan with tan seats and black carpets. Even the 4cl has some kick when you want it to move.It rides so smooth. Not as great as my Lincoln, but come on it was a Lincoln!Interface has many options to choose fromMode for gas: eco, sport, regularEase of getting in and out. My grandmother loved how you could just slip in and out. Many options for power, you can all have your devices plugged in at once. The seats are comfortable, you don't feel stiff and unable to move freely. The backup camera, something I never thought I would use, is very useful.Leg room for passengers is always a pro. The movement of the second row allows people in the backseat to relax and not feel stuck.Gas is pretty good. We drove over 4000 miles from South Carolina to Washington State, making stops in both Arkansas, and Illinois. That's not an easy drive in any car. With 6 animals. I wouldn't have chosen any other vehicle to have done it in. we got 27.8 miles per gallon. I'll take it. ---ConsThe wind with knock you over, no really if it's windy let off the gas. I feel like for a brand new car the headlights lack in visualizations. The speed on the windshield wipers is not up to par, in fact I consider them almost dangerously slow. The sound system could be better. I will have to have it replaced with a better system at some point. It's lacking in every way.(The Sounds system for years it seems on Kia models has come with issues, you have to reset it with a pin (pointed object, being inserted into a tiny hole) Or there will be no sound, from ipod's cd's ect..Front grill isn't east to clean. Took many car washes to get the bugs off of the grill. I spent almost $30.00 just trying to removed them. There is still residue. If you have pets HUGE annoyance ""You can't leave your keys in the car and lock the door, thus leaving the air on."" If your keys are in the car your doors will not lock. Auto lock doors. Great for when you run in a store and forgot to lock your doors, not great for when you run back into the house to grab your purse. Mostly the cons are dumb things that are more annoyances that come with learning more about your car. The first three are my only real gripes.Over all. I think we went with the best choice. The price was worth it. Not over priced, not over sized. I like the kia community. We have had a really great experience with out service provider. Our car is nice enough to feel luxurious, but not well known enough to be targeted. As silly as that sounds. When you're from Chicago you learn the little things are important. It's great that it can fit into small spaces, tow a camper, lug 25 2x4's. Or just move a family across the continental United States. It handles nicely, it rides better and smoother than most SUV's I've ever been in. Mostly I feel safe when I take her out everyday. Nothing feels better then knowing not only am I in a car with great crash test ratings, but if she breaks down Kia has my back. Take a chance, invest in a Kia.",5.0,Kia,Sorento,2016,gasoline,185.0,4,AUTOMATIC,AWD,4,Midsize,SUV,26,21,1720,28200,False,True,False,False,False,False,False,False,False,2016 Kia Sorento 4dr SUV AWD (4cyl)
832, on 02/13/16 06:36 AM (PST),Kim ,2016 Kia Sorento SUV SX 4dr SUV AWD (3.3L 6cyl 6A),"Great car, great value- worth a look"," My wife and I were looking for a practical road car for our extended weekend getaways, with lots of room and creature comforts. This car definitely meets all of our expectations, but also works well on my daily commutes to the office. The quality and workmanship are outstanding, and the ride is solid and capable.  Great car. UPDATE AT 20,000 miles- Very happy with this car, no problems or concerns to date.  Lots of compliments on the ride from passengers.  Great Value!UPDATE at 32000 miles- Stellar reliability and quality, still feels like a new car",5.0,Kia,Sorento,2016,gasoline,290.0,6,AUTOMATIC,FWD,4,Midsize,SUV,26,18,1720,38300,False,True,False,False,False,False,False,False,False,2016 Kia Sorento 4dr SUV FWD (6cyl)
833, on 06/27/17 16:41 PM (PDT),paul ,2017 Kia Sportage SUV EX 4dr SUV AWD (2.4L 4cyl 6A),best around!!!," Absolutely love this vehicle, did a lot of research, drove a lot of cars,this IS the small SUV to have, makes my commute so much better, base engine could be a little more powerful,but is more than adequate,has everything. Zero complaint s, I love it.",5.0,Kia,Sportage,2017,gasoline,181.0,4,AUTOMATIC,AWD,4,Compact,SUV,25,21,1720,27000,False,True,False,False,False,False,False,False,False,2017 Kia Sportage 4dr SUV AWD (4cyl)
834, on 06/06/16 14:51 PM (PDT),jerry ,2017 Kia Sportage SUV EX 4dr SUV AWD (2.4L 4cyl 6A),Be careful I love the sportage but not 2017 model," Let me start by saying my wife and I have owned 2 kias and we have loved them. You cant beat the warranty and I think the build quality is good. There is only 2 dealers near where we live so we went to the closest one first to take the 2017 out for a test drive. When we first seen the car we loved the way it looked and the inside was even better (we looked at a Hyundai before we went to the kia dealer and they are almost the same) the problem I had was when I turned the key and heard the noise the engine made. It was HORRIBLE, I have a strong mechanical background and the tapping noise the car makes inside and out is unacceptable to me. What it is is the high pressure injection system (fuel pump and injectors) . Now if you know nothing about machinery you may not notice the noise this makes and if so buy the car it is a good car I am just giving my opinion about the fuel system. Now the dealer will try to tell you that this noise will stop after the car has warmed up but this is just not true, They may also say that this is new technology but this is also false. All I am asking is you research direct inject systems and educate yourself on the positives (and there are a bunch) and on the negatives. Sorry to be such a downer on this I love the car but they could have relocated the fuel pump and insulated the firewall better to quiet the tapping noise..",2.0,Kia,Sportage,2017,gasoline,181.0,4,AUTOMATIC,AWD,4,Compact,SUV,25,21,1720,27000,False,True,False,False,False,False,False,False,False,2017 Kia Sportage 4dr SUV AWD (4cyl)
835, on 11/24/15 21:08 PM (PST),Jeffrey ,2015 Kia Sportage SUV EX 4dr SUV AWD (2.4L 4cyl 6A),peppy little bug!," I rented a Sportage for a week and had mixed feelings about it overall. I typically drive a Chevy Suburban.   I was surprised at how much gas I had to put in that little Kia. I didn't calculate the fuel mileage but feel like I was gassing up just as much as my big Chevy.  The engine has some get up and go but sounds like a weedwhacker under hard throttle.  First impressions pulling out of the parking lot was how quiet the car was. The interior quality seemed very good. It took me a while to figure out how to use the windshield wipers.  The temperature gauge was in Celsius and I could not figure out how to change that.  The suspension was firm but that's the way I like them.  The suspension seemed to handle well but the car felt top heavy and narrow.  Heading down the interstate the car felt a little twitchy as the steering was very quick and the narrow car seemed to want to change lanes at the slightest movement.  The triangular shaped side mirrors were infuriating I felt like half of my field of vision was chopped off and I had to duck my head around to see everything I needed to.  I tried to lower the seat to get comfortable but then realized the windows were too small and the bottom of the window was almost beside my ear.  I had to raise the seat back up so I could see.  Trying to use my phone as I GPS I could not find a place I could set it down where it would not fall on the floor or slide to the back of the passenger seat where it is too dangerous to look at.  This might be a nice car for a young single person or a first SUV but for a 45 years old father of 5,  I really didn't like it.  If the same mechanicals were in a sedan or coupe I think I would really enjoy it as long as I could find a place for my phone.",4.0,Kia,Sportage,2015,gasoline,182.0,4,AUTOMATIC,FWD,4,Compact,SUV,28,21,1720,21900,False,True,False,False,False,False,False,False,False,2015 Kia Sportage 4dr SUV FWD (4cyl)
836, on 09/30/15 15:08 PM (PDT),Allan ,2015 Kia Sportage SUV EX 4dr SUV AWD (2.4L 4cyl 6A),Outstanding quality and value," Very sporty  and comfortable, loaded with features. Solidly built vehicle with all the luxuries you would find in a more expensive SUV.  Very reasonably priced for all the features compared to the competition.",5.0,Kia,Sportage,2015,gasoline,182.0,4,AUTOMATIC,FWD,4,Compact,SUV,28,21,1720,21900,False,True,False,False,False,False,False,False,False,2015 Kia Sportage 4dr SUV FWD (4cyl)
837, on 08/16/18 20:39 PM (PDT),Leo ,2018 Kia Sportage SUV LX 4dr SUV AWD (2.4L 4cyl 6A),Don't overlook this one...," If you're looking for a compact SUV then you'd  be making a huge mistake to overlook the Kia Sportage.  I had just moved and had a little bit more of a commute so I wanted something more comfortable than my Ranger, with better gas mileage.  When I started looking, what drew me in was the warranty and, as I looked more, the good reviews got me to test drive one.  I think the exterior can be somewhat polarizing but I like the look and I like the choice in colors besides black, blue, silver, white, and red.  Mine is copper and I think it looks great, and different from other cars on the road.  What really sold me on this SUV was the interior.  The quality, feel, fit and finish of the interior is outstanding.  It feels like a much more expensive vehicle than any sub $25k SUV has the right to be.  All the controls are laid out logically and you don't need an instruction manual to figure everything out.  You have multiple ways to control things, like the infotainment system.  On the base model LX I have a 5 inch touchscreen AM/FM/CD/SAT player with aux input, USB, bluetooth, and rearview camera.  I can control the system using the knobs and buttons, the touchscreen, or the steering wheel controls.  No cumbersome menus to go through, super simple to use and I think it sounds good.  As a plus I plug my iPod into the USB port and can also control it from the steering column.  The driver information system is controlled from the steering wheel and allows for a lot of adjustment to suit individual tastes.  The heating/AC system is also very easy to use and works well.  The LX only comes with single zone climate controls but I don't find that an issue for me.  The steering is nicely weighted and the handling is very good.  The six speed transmission is good and don't find it hunting for gears.   The main complaint that I see in professional reviews of the Sportage is the engine and gas mileage.  I think 181hp is more than adequate and I certainly don't have any trouble keeping up with California highway traffic in mine.  As for mileage, I commute about 13 miles one way to work on a back country, twisty 2 lane road with about a 1,000 ft elevation change and I average 25-26mpg.  I keep my Sportage in Eco mode and I didn't notice any difference in performance and I'm very happy that I can go over 2 weeks without having to fill it up.  Also, my Sportage is all wheel drive and I haven't noticed any mileage penalty for that either but I feel that it contributes to the great grip in corners that it has.  Another nice feature of the all wheel drive in the ability to lock the center differential which could come in handy this winter.  The LX also comes with standard with 17 inch alloy wheels which look great.  I would rate brake feel and overall braking as excellent.  The doors, both front and rear, have large openings that make entry and egress very nice, even for very tall people.  The drivers seat is very comfortable and has manual controls and nice shaping that even fits my large frame well.  Manual tilt and telescope steering column also allow the Sportage to adjust to a wide range of bodies.  The rear liftgate on the base LX isn't powered but I don't find that an issue.  The other major complaint I read about the Sportage was a lack of storage space, which was usually pegged at between 4-6 cubic ft less than it's competitors.  This hasn't been an issue for me and I think the storage space is more than ample for my needs and has plenty of tie downs to assist in organizing the space.  The base LX also has tinted rear windows and a soft cargo area cover to keep unnecessary eyes from prying.  Frankly, combining all these features on a base model LX with no options for less than $25k with Kia's outstanding warranty made this a no brainer for me.",5.0,Kia,Sportage,2016,gasoline,182.0,4,AUTOMATIC,AWD,4,Compact,SUV,26,19,1720,23650,False,True,False,False,False,False,False,False,False,2016 Kia Sportage 4dr SUV AWD (4cyl)
838, on 01/13/18 11:26 AM (PST),Harry ,2015 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),Used KIA Soul, I would not buy this car New. I bought a used 2015 for half of what the new Souls’s sell for.,4.0,Kia,Soul EV,2015,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,35700,True,False,False,False,False,False,False,False,False,2015 Kia Soul EV 4dr Wagon FWD (0cyl)
839, on 04/14/17 05:48 AM (PDT),Dawn ,2015 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),Great. Ar, Great value for price,5.0,Kia,Soul,2015,gasoline,130.0,4,MANUAL,FWD,4,Compact,Wagon,30,24,1720,15190,True,False,False,False,False,False,False,False,False,2015 Kia Soul 4dr Wagon FWD (4cyl)
840, on 01/30/17 16:04 PM (PST),Douglas ,2015 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),A lot  of car in a small package," First, know that this is a loaded Plus (+) model.  This car really does have just about everything, including heated BACK seats.  The car is comfortable for 4 adults and has been trouble-free.",5.0,Kia,Soul EV,2015,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,35700,True,False,False,False,False,False,False,False,False,2015 Kia Soul EV 4dr Wagon FWD (0cyl)
841, on 08/10/15 16:23 PM (PDT),Dylan ,2015 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),My First New Car," This car is great for ANYONE. I'm 6'2 and let me tell you comfort is very important to me. This thing has a very smooth ride, a lot of leg room in the front and back, and for the size gets really good gas mileage. I commute to work and I average 28 miles to the gallon and that is 50 times better then my previous vehicle. It's affordable and has all of the features I was looking for in a good vehicle. I would suggest this car to anyone looking for a good comfortable ride, with affordable payments, and a great sound system!",5.0,Kia,Soul EV,2015,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,35700,True,False,False,False,False,False,False,False,False,2015 Kia Soul EV 4dr Wagon FWD (0cyl)
842, on 05/08/17 15:45 PM (PDT),Derek ,2014 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),Loving IT!," What a great little car.  I got the base model with the 6 speed manual transmission.  The shifting is easy and the clutch engages nicely. I love the ""hill holder"" feature - car doesn't roll on a hill while you get going from a dead stop.  There have been a couple of minor recalls on my car which the dealer has taken care of.  Other than those, NOTHING has gone wrong with this car in 43,000 miles.  The good is the gas mileage, I average about 35 miles per gallon.  About half of my driving is under nearly ideal conditions for mileage, but the other half is stop and go.  The bad is I have the 1.6 liter engine, just enough to keep up with traffic, but not much power to spare.  The other weak point is when backing up, the rear visibility is not that good.  The cabin is quiet at all speeds, the seats and ride are firm, but comfortable and the cornering and braking are great. Overall I would buy this car again.  The low price, the long warranty (which I have not needed at all) and the quality make this car a winner.",5.0,Kia,Soul,2014,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,16900,True,False,False,False,False,False,False,False,False,2014 Kia Soul 4dr Wagon FWD (4cyl)
843, on 05/07/17 18:14 PM (PDT),Ben ,2014 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),Dealers lie SO BAD!," We have a 2014 Soul. Been taking it in 3 years because one side of the rear was lower than the other. Told nothing wrong. Took it in last week because the key would not come out of the door. Was told the key, the gas cap, the rear struts, the rear springs, and the headlight connector are all""worn out"" - on a 3-year old car!  Paid $2500 for the only extended warranty offered, but it covers absolutely nothing.   I would MEVER recommend anyone ever buy a Kia.",1.0,Kia,Soul,2014,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,16900,True,False,False,False,False,False,False,False,False,2014 Kia Soul 4dr Wagon FWD (4cyl)
844, on 03/15/16 20:39 PM (PDT),Hunter ,2014 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),My 2 year 56k mile review," I bought my lovely 2014 Latte Soul Base A/T back in March 2014. Had a whole 31 miles on it! (guess from other test drives) Got it for $14,222 with a few extras like mudflaps, SOUL floor mats, and maybe a few other dealer add-ons. No real mods besides my Amp and 2 12's I pulled from my 2003 Jeep Grand Cherokee. Still running great! She has been to Tennessee (Only once) My Jeep went to Tennessee 100 times haha, South Carolina, and Virginia / VA Beach so far. About 4 Virginia trips to VA Beach so far (In a few weeks it will be going back  I have took numerous photos of my soul, along with one I took in the fall of 2015, has been shared and spread across several dealer websites AND was posted by KIA Motors America on their Facebook, Instagram, Twitter and other social media accounts last month! Here is the link to their Twitter Post, https://twitter.com/Kia/status/697901801337720832 Also I'll post a link below with some of my favs I've taken.My Soul now has 56,000 miles, I had a check engine light at 21,000 were a sensor on the transmission threw a code, but fixed it self, but dealership replaced it anyway, along with the few recalls that's came out. I do currently have 2 issues and 2 concerns. 1st main issue is the sun glasses holder, at random times it has a rattle like something broke off in it and is rattling around, but noticeable only really on roads that are not as smooth but is very annoying at times. Sometimes it makes noise sometimes it does not. 2nd is what sounds like coming from the back when going slowly over speed bumps or really bumpy roads like its the suspension but not sure. My 2 concerns is when turning off my car I hear a bubbling gurgling noise, I just recently recalled hearing it again since having to use AC. 2nd concern is my AC sometimes has a mildew smell but usually goes away after 30 seconds. Almost forgot somewhere around 30k my Poor rear passenger side window got shattered ohhh the glass everywhere, I think it was my dads fault as we suspect a rock may have flung up from the lawn mower, he felt bad and bought me a replacement from a wreaked Soul in Texas. (he owns a body shop) Picture in my gallery below. My Soul soon will need new tires, still running on the stock tires. My Soul made me proud last month, we had a Ice storm really bad here in NC, So many wreaks even right in front of me I seen people loose control of there vehicle but being safe my Soul got me through everything safely. - Video from my Dash Cam https://www.youtube.com/watch?v=Jmv_6cChc_s Local media used this video. Overall I love my Soul and hope she makes it to 200k+ She might in the near future get registered in the State of Virginia in a few weeks will be spending some extended time there.Here are all the pictures Posted Here (The ones I like anyway) And a recent one from today! - http://hunterspad.com/?page_id=99",4.0,Kia,Soul,2014,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,16900,True,False,False,False,False,False,False,False,False,2014 Kia Soul 4dr Wagon FWD (4cyl)
845, on 01/12/18 13:57 PM (PST),Pat ,2016 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),My Little Red Box," After owning a bigger orange box (Honda Element) for 14 years, I became very enamored with that boxy look.  So the Kia Soul caught my eye the moment it came on the road.  A friend leased one for two years and fell in love with it and purchased it.  So I turned over my keys and my Element to my grandson and purchased the little red 2016 Kia Soul I saw on the Edmund's website listed as a good deal and so far so good.",4.0,Kia,Soul EV,2016,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,33950,True,False,False,False,False,False,False,False,False,2016 Kia Soul EV 4dr Wagon FWD (0cyl)
846, on 10/22/17 14:06 PM (PDT),Mark ,2016 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),Love my 2016 Soul," I have always bought luxury cars and SUV's . I currently own an Escalade a 500SL Mercedes,  and an S550 Mercedes.   But choose to drive the Soul most of the time.  The comfort is incredible,  and with a bad knee, its the easiest of all my vehicles to get in and out of.  We will undoubtedly buy another when we trade!",5.0,Kia,Soul EV,2016,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,33950,True,False,False,False,False,False,False,False,False,2016 Kia Soul EV 4dr Wagon FWD (0cyl)
847, on 06/17/17 05:36 AM (PDT),Don ,2016 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),One of the best cars I have owned, Real good quality and very good handling,4.0,Kia,Soul EV,2016,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,33950,True,False,False,False,False,False,False,False,False,2016 Kia Soul EV 4dr Wagon FWD (0cyl)
848, on 10/24/16 21:09 PM (PDT),Kim ,2016 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),My dream car," If there is one thing I would add to a con list would be no place for a spare tire, don't like that. I love this car so much. So roomy inside and you feel like your sitting up high. Has all the get up and go one could ask for. I would recommend the Kia soul to anyone looking for an economical but stylish car.",5.0,Kia,Soul,2016,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,17400,True,False,False,False,False,False,False,False,False,2016 Kia Soul 4dr Wagon FWD (4cyl)
849, on 08/14/16 07:32 AM (PDT),Nancy ,2016 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),Safe car for your kids!," I own a 2014 Soul and we loved it so much that we bought one for my 21 year old daughterfor her first car. She hadn't even had it for 1 month when a driver in the center lane of traffic decided to turn right from the middle lane and cut her off at 40 miles per hour. My daughter the lost control of the car from the impact and hit a concrete building  almost head on, at approximately 35 miles per hour. I was a passenger in the vehicle with my daughter and I cannot stress enough how impressively this little wagon held up! The front end damage was severe, but the safety features of this vehicle performed exactly as they are meant to and ensured that we both walked away with only minor bumps and bruises from airbag deployment and seatbelts. If you're looking for a safe and reliable vehicle for your precious young driver, the Kia Soul is sure to keep them safe! Im so thankful today that she was driving this particular vehicle, and not the Fiat-sized death box that she really wanted...",5.0,Kia,Soul,2016,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,17400,True,False,False,False,False,False,False,False,False,2016 Kia Soul 4dr Wagon FWD (4cyl)
850, on 05/24/16 12:01 PM (PDT),Tony ,2016 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),Love my Soul!," Kia has done a great job with the Soul. Especially like the ample room (I am 6'3""). Adjustable steering a really nice feature-really like the Sport mode. Very nice interior design and features. Really enjoying Infiniti audio system with HD radio. Ample power with nice, supple  ride for a small car. Got the Plus with primo package. Many nice features for a reasonable price.Have had this Soul for one and a half months so have not driven it in snow as yet, but has done well in rain.November update: still no snow. Really like heated steering wheel.",5.0,Kia,Soul EV,2016,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,33950,True,False,False,False,False,False,False,False,False,2016 Kia Soul EV 4dr Wagon FWD (0cyl)
851, on 04/02/16 14:32 PM (PDT),Gary ,2016 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),Great vehicle for the price," The 2016 Kia Soul performs better than expected . Interior space is better than expected for a vehicle of this size. Despite the reviews in regards to performance, the 2.0 power plant does a very good job for the normal everyday driver. I have managed to get 29 miles per gallon in town with light foot driving practices. The steering is very responsive and the four wheel disc brakes are much better than average. The ride comfort is a bit stiff on rough roads but acceptable. I would recommend the base+ if you don't need every bell and whistle available. The cost for additional packages is a bit costly in my view. The plus has the back up camera feature and touch screen on the dash. It also has fog lights and automatic headlight feature. I will comment on two areas for change in my view. The fact that the Soul does not have a spare tire is very important to me. The spare tire kit will cost you an additional $200.00. It is possible you could be setting for some time if you depend on roadside assistance. The spare tire will get you on the road in less time by far. The additional area I would comment on is the rear wheel well. The material that is used in the rear wheel well area is almost carpet like. It holds the mud and salt in our area and is hard to clean even with high pressure spray. I am concerned about this materials ability to hold up under mud, snow and gravel situations. It should be a heavy duty plastic like the front wheel well area. Overall it is a great vehicle for the money invested. The 2016 Kia Soul should be considered for the budget minded consumer or anyone that would like to have fun in a new vehicle.",5.0,Kia,Soul,2016,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,17400,True,False,False,False,False,False,False,False,False,2016 Kia Soul 4dr Wagon FWD (4cyl)
852, on 01/25/16 12:57 PM (PST),Janice ,2016 Kia Soul Wagon 4dr Wagon (1.6L 4cyl 6M),"My ""Soul"" mate!"," I was tired of the low seating of sports cars and sedans.  Driving my Soul feels like a small SUV, solid, smooth, quiet, roomy, no blind spots.  Love it!",4.0,Kia,Soul,2016,gasoline,130.0,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,17400,True,False,False,False,False,False,False,False,False,2016 Kia Soul 4dr Wagon FWD (4cyl)
853, on 12/12/15 17:24 PM (PST),Brian ,2016 Kia Soul Wagon + 4dr Wagon (2.0L 4cyl 6A),Kia has officially blown me away," Let me preface this review with the fact that my daily driver is a BMW X5, and my previous vehicles were Infiniti JX and 2 Lexus GX470's.  So I tend to be very harsh when reviewing non-luxury cars (I absolutely can't stand my wife's Toyota Sienna, but then again, I don't have to drive it).  We purchased this car primarily as a third family vehicle now that our son is driving.  My goal was to find a nicely equipped vehicle with excellent safety and great visibility.  Honestly, I wasn't too concerned with interior quality, fit/finish or ride quality.  My goal was a decent car for around $20k.  We looked at quite a few different cars:  Mazda 3, VW Golf, Honda Fit, Honda Civic, and Toyota Corolla.After test driving the snot out of all the above named cars, we kept comparing everything to the Kia Soul.  We ended up purchasing a 2016 Soul + with the audio and primo pkg's and some add ons (MSRP $25,550) for $21,325.  We actually had an offer from a dealer that was 3 hours away for $20,680 but I didn't really feel like driving 6 hours round trip to save a few hundred dollars.  What floored me is the fact that the Kia Soul absolutely blows away the competition for what you get for the money.  The interior is excellent at this price point:  Leather seating, a mixture of soft touch, hard touch surfaces and a very intuitive navigation/entertainment system with a feature called Evo that allows you to set notifications on various parameters such as traveling outside of a certain geographic radius, driving over a designated speed or driving past a set curfew (all of which are excellent for keeping track of your young drivers), plus the feeling of a spacious cabin.  The ride is firm yet comfortable and cabin noise is far better then expected and the fact that for $21k you get auto on/off headlights, leather, navigation, keyless remote entry and keyless engine start, remote start, panoramic sunroof, upgraded audio system with subwoofer (that is actually pretty darn good), fog lights, LED interior lighting, speaker lighting, homelink rear view mirror, rear view camera, heated and cooled front seats, heated rear seats, heated steering wheel, leather wrapped steering wheel, etc.  Simply put, the Kia Soul was far better equipped for the selling price vs. all of the other cars we considered (the VW Golf was close to $30k for similar equipment and still didn't include cooled seats or heated rear seats).My only complaint is the cheap Nexen tires that came on the vehicle.  They are pretty bad.  Within the first week, we had a pretty light rain and I was spinning the tires from a stop.  Needless to say, I took off the Nexen and put on Pirelli's and the difference in performance is not only night and day, but the road noise has improved as has the ride quality.  The point of my review is that Kia was never on my radar screen, but my wife thought that the Soul was cute and quirky so I drove it expecting to quickly cross it off the list.  I never expected this type of quality from a car that only cost $21,000.  I remember sitting in an MBA class about 5 years ago with a fellow student doing an analysis of Kia and thinking to myself that ""Kia will never be able to compete with the major automobile companies because they make cheap crap.""  Well, today I'm eating crow....  gladly.  They've given us a very nice vehicle for a reasonable amount of money.   Great job, Kia.",5.0,Kia,Soul EV,2016,electric,,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,33950,True,False,False,False,False,False,False,False,False,2016 Kia Soul EV 4dr Wagon FWD (0cyl)
854, on 03/13/16 17:12 PM (PDT),Nik ,2015 Kia K900 Sedan Luxury 4dr Sedan (5.0L 8cyl 8A),8 months of owning it," Here is the best way to put it:  It is a lot of car for under $500/mo.  It has great value when comparing to A8, S550, or BMW 7 series.   I would say K900 is behind germans brands by about 30-35% in most categories.  But it leaves Germans in the dust when it comes to value.  When compared to above mentioned german brands where my payment would be 1k or more per month--I am paying $465/mo on a lease for luxury packageThis is my first Kia and I am impressed.",5.0,Kia,K900,2015,gasoline,420.0,8,AUTOMATIC,RWD,4,Large,Sedan,23,15,1720,59900,False,False,False,False,False,True,False,True,False,2015 Kia K900 4dr Sedan RWD (8cyl)
